Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1972836,"Apr 14, 2015","Apr 14, 2015",445177,89925754,445177,202,48,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972836,SRX994113,G5012.3.l3,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803812,SAMN03254068,simple,186538,Zaire ebolavirus,G5012.3,,,,,,,no,,,,,BI,SRA178666,,public,A4098E4B7A4BF3448090038C4CE3292A,EDF307D1AF7AE39E16FA03941F6EA5CD
SRR1972837,"Apr 14, 2015","Apr 14, 2015",385161,77802522,385161,202,42,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972837,SRX994114,G5016.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803951,SAMN03254070,simple,186538,Zaire ebolavirus,G5016.1,,,,,,,no,,,,,BI,SRA178666,,public,C4B4F443D95EAE797FED73E920FE075A,10D9A6F620D2B5A280527C39DF568C02
SRR1972838,"Apr 14, 2015","Apr 14, 2015",495648,100120896,495648,202,54,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972838,SRX994115,G5019.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803867,SAMN03254071,simple,186538,Zaire ebolavirus,G5019.1,,,,,,,no,,,,,BI,SRA178666,,public,64D4FCDD734939E37EDFBBA7ED806D3B,87FFAB644BBEE4861687B9B1828FD604
SRR1972839,"Apr 14, 2015","Apr 14, 2015",3494105,705809210,3494105,202,429,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972839,SRX994116,G5021.5.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908580,SAMN03254075,simple,186538,Zaire ebolavirus,G5021.5,,,,,,,no,,,,,BI,SRA178666,,public,E408102CB7A2AA778468ABF66BFAA309,F64F8A2DD008A677CBE3E0B00E9548AF
SRR1972840,"Apr 14, 2015","Apr 14, 2015",4640054,937290908,4640054,202,530,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972840,SRX994117,G5021.7.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908579,SAMN03254076,simple,186538,Zaire ebolavirus,G5021.7,,,,,,,no,,,,,BI,SRA178666,,public,BBF45D634022B3728F9A717BD7932829,C21B11666AEC9E7C51CB544B46343D09
SRR1972841,"Apr 14, 2015","Apr 14, 2015",549289,110956378,549289,202,53,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972841,SRX994118,G5039.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS804021,SAMN03254077,simple,186538,Zaire ebolavirus,G5039.1,,,,,,,no,,,,,BI,SRA178666,,public,CBFCD3226E5BF90F69BF8438A686C974,295F48F79B0B1F344EC41F2761ACE663
SRR1972842,"Apr 14, 2015","Apr 14, 2015",503467,101700334,503467,202,54,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972842,SRX994119,G5059.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803932,SAMN03254081,simple,186538,Zaire ebolavirus,G5059.1,,,,,,,no,,,,,BI,SRA178666,,public,BE758B52399689DABB8261F5414D00FF,65D53E154F557842A00231C9809D8278
SRR1972843,"Apr 14, 2015","Apr 14, 2015",846432,170979264,846432,202,94,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972843,SRX994120,G5064.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803862,SAMN03254082,simple,186538,Zaire ebolavirus,G5064.1,,,,,,,no,,,,,BI,SRA178666,,public,E3DDF768238FC1C63FB17FF7878FF9FE,E90159F9BBE412EEFF632AE2F39487F4
SRR1972844,"Apr 14, 2015","Apr 14, 2015",392102,79204604,392102,202,44,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972844,SRX994121,G5112.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803849,SAMN03254086,simple,186538,Zaire ebolavirus,G5112.1,,,,,,,no,,,,,BI,SRA178666,,public,B7501D4AE7711FB14E3F3EFC613A43E9,2370D76BF3DA9A10D28D4116C28FBBBA
SRR1972845,"Apr 14, 2015","Apr 14, 2015",440754,89032308,440754,202,44,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972845,SRX994122,G5114.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803815,SAMN03254088,simple,186538,Zaire ebolavirus,G5114.1,,,,,,,no,,,,,BI,SRA178666,,public,C22E4F9411E2D3CE9B6A6A16CED808D3,484241AC63AD964AF09EEBACAC38AE4C
SRR1972846,"Apr 14, 2015","Apr 14, 2015",1898257,383447914,1898257,202,168,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972846,SRX994123,G5119.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS804029,SAMN03254092,simple,186538,Zaire ebolavirus,G5119.1,,,,,,,no,,,,,BI,SRA178666,,public,1B0E442E83BBDC62D0E5A0AFE32BB632,66E2BED63D96807E3692D4BC513E2753
SRR1972847,"Apr 14, 2015","Apr 14, 2015",6113865,1235000730,6113865,202,713,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972847,SRX994124,G5134.5.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908578,SAMN03254094,simple,186538,Zaire ebolavirus,G5134.5,,,,,,,no,,,,,BI,SRA178666,,public,E1CD38C1094B069C5D1B5CDC738C27EC,5440A7D5A64B3E0D4B57BC2F8F01080B
SRR1972848,"Apr 14, 2015","Apr 14, 2015",30002671,6060539542,30002671,202,2788,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972848,SRX994125,G5231.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908577,SAMN03254101,simple,186538,Zaire ebolavirus,G5231.2,,,,,,,no,,,,,BI,SRA178666,,public,EC61195D75E7A94794954D313E717C53,3EC57188FEE95E31831A33114AA91EE4
SRR1972849,"Apr 14, 2015","Apr 14, 2015",366359,74004518,366359,202,42,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972849,SRX994126,G5237.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908576,SAMN03254103,simple,186538,Zaire ebolavirus,G5237.1,,,,,,,no,,,,,BI,SRA178666,,public,4C9AD1BDAE597B29A0270B4DBC61D18B,0B02CFB9947613F4CD473FE32EB79942
SRR1972850,"Apr 14, 2015","Apr 14, 2015",612623,123749846,612623,202,67,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972850,SRX994127,G5238.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908575,SAMN03254104,simple,186538,Zaire ebolavirus,G5238.1,,,,,,,no,,,,,BI,SRA178666,,public,270D09783FC6BB688976D1B4002CF2DE,3F2EA8A71652DABBE5CD0C53581708C9
SRR1972851,"Apr 14, 2015","Apr 14, 2015",295333,59657266,295333,202,32,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972851,SRX994128,G5242.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908573,SAMN03254105,simple,186538,Zaire ebolavirus,G5242.1,,,,,,,no,,,,,BI,SRA178666,,public,E75A100D2577382D97C9A01850DFB28C,0CE38993861EFE6BBF808475A4844A6A
SRR1972852,"Apr 14, 2015","Apr 14, 2015",821902,166024204,821902,202,85,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972852,SRX994129,G5244.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908574,SAMN03254106,simple,186538,Zaire ebolavirus,G5244.1,,,,,,,no,,,,,BI,SRA178666,,public,8EC423852E09449EBF4C2F35302EA67F,2B32667C90B2F97086896858B11EE2F3
SRR1972853,"Apr 14, 2015","Apr 14, 2015",5929052,1197668504,5929052,202,696,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972853,SRX994130,G5261.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908572,SAMN03254107,simple,186538,Zaire ebolavirus,G5261.1,,,,,,,no,,,,,BI,SRA178666,,public,1C1305A63EF37279C024A21B3DC63E8B,E3014B1A03072B2B5B2EE6964332BAEF
SRR1972854,"Apr 14, 2015","Apr 14, 2015",261787,52880974,261787,202,28,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972854,SRX994131,G5289.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908571,SAMN03254109,simple,186538,Zaire ebolavirus,G5289.1,,,,,,,no,,,,,BI,SRA178666,,public,4385B3F1EDFC4FEA91FF3830751BF310,845BAC04CB38FA2975D9B575F5CA4AA9
SRR1972855,"Apr 14, 2015","Apr 14, 2015",404446,81698092,404446,202,45,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972855,SRX994132,G5295.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908570,SAMN03254110,simple,186538,Zaire ebolavirus,G5295.1,,,,,,,no,,,,,BI,SRA178666,,public,304C8C4ED75334EBF7D9B4C42A08497A,C70950665E9434CE0298B75DDF48D843
SRR1972856,"Apr 14, 2015","Apr 14, 2015",1540195,311119390,1540195,202,174,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972856,SRX994133,G5296.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803805,SAMN03254111,simple,186538,Zaire ebolavirus,G5296.1,,,,,,,no,,,,,BI,SRA178666,,public,A171C4A8BFC386BDF17A4DCB01D58CC4,05C9EEB4C02928C6131C94D351FDCC89
SRR1972857,"Apr 14, 2015","Apr 14, 2015",592765,119738530,592765,202,56,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972857,SRX994134,G5304.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908569,SAMN03254114,simple,186538,Zaire ebolavirus,G5304.1,,,,,,,no,,,,,BI,SRA178666,,public,D176188FD0B816D677B05EBFB8405373,BDD9DEA2F0461E91A7AF164E46E3CA47
SRR1972858,"Apr 14, 2015","Apr 14, 2015",31112,6284624,31112,202,3,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972858,SRX994135,G5305.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803794,SAMN03254115,simple,186538,Zaire ebolavirus,G5305.1,,,,,,,no,,,,,BI,SRA178666,,public,F73C0602DA75F40A7B23E11C223C0FA0,8F2BFEAB67A89B5EB97CB7764CE7B4B2
SRR1972859,"Apr 14, 2015","Apr 14, 2015",272886,55122972,272886,202,31,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972859,SRX994136,G5361.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803973,SAMN03254117,simple,186538,Zaire ebolavirus,G5361.1,,,,,,,no,,,,,BI,SRA178666,,public,148FBBC3976CD74DB8491E0EE7BC91AD,3A5DBD37F1FF06EBB5AAFB4B71059875
SRR1972860,"Apr 14, 2015","Apr 14, 2015",1040515,210184030,1040515,202,114,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972860,SRX994137,G5364.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803945,SAMN03254118,simple,186538,Zaire ebolavirus,G5364.1,,,,,,,no,,,,,BI,SRA178666,,public,D81E13FE50D8F25F92FD9828CF81A055,CB8E9C2E791CF1DE2161BD121701ED0C
SRR1972861,"Apr 14, 2015","Apr 14, 2015",736431,148759062,736431,202,80,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972861,SRX994138,G5370.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803975,SAMN03254119,simple,186538,Zaire ebolavirus,G5370.1,,,,,,,no,,,,,BI,SRA178666,,public,7E179EE14EAE74626B3208A02FE5D08E,0C8FBAA3A6B1B1B198D47ECFE79A8481
SRR1972862,"Apr 14, 2015","Apr 14, 2015",2032982,410662364,2032982,202,224,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972862,SRX994139,G5370.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908568,SAMN03254120,simple,186538,Zaire ebolavirus,G5370.2,,,,,,,no,,,,,BI,SRA178666,,public,0286A1DEBEF2CD7F3CFAF105CAF83660,8D2EF63558EEE42CBF2F199DED8A6ACE
SRR1972863,"Apr 14, 2015","Apr 14, 2015",101149,20432098,101149,202,10,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972863,SRX994140,G5371.1.l2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803833,SAMN03254121,simple,186538,Zaire ebolavirus,G5371.1,,,,,,,no,,,,,BI,SRA178666,,public,61182373072F0CB6546A5FF3E2A14788,AE767504BF876B1D0F5BF6DF2D91CB2D
SRR1972864,"Apr 14, 2015","Apr 14, 2015",47478,9590556,47478,202,5,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972864,SRX994141,G5375.1.l3,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803927,SAMN03254122,simple,186538,Zaire ebolavirus,G5375.1,,,,,,,no,,,,,BI,SRA178666,,public,1FE8A001238D3D6B26D7C3CBD812F634,7DA974EBB20DA63A237C582A3453CACB
SRR1972865,"Apr 14, 2015","Apr 14, 2015",5671997,1145743394,5671997,202,679,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972865,SRX994142,G5380.3.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908567,SAMN03254123,simple,186538,Zaire ebolavirus,G5380.3,,,,,,,no,,,,,BI,SRA178666,,public,028AF61DFE469197CB02AB1A95352E6D,C1064259D8ED34CD997F50FCF3FB2600
SRR1972866,"Apr 14, 2015","Apr 14, 2015",2215614,447554028,2215614,202,243,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972866,SRX994143,G5382.3.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908566,SAMN03254125,simple,186538,Zaire ebolavirus,G5382.3,,,,,,,no,,,,,BI,SRA178666,,public,BA4D491B0469C0DB7D2F8005C3D5E3D2,28EFDF31B4F5F557E6E199DD5A1CAF77
SRR1972867,"Apr 14, 2015","Apr 14, 2015",4474233,903795066,4474233,202,505,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972867,SRX994144,G5384.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908565,SAMN03254126,simple,186538,Zaire ebolavirus,G5384.2,,,,,,,no,,,,,BI,SRA178666,,public,03494F1E6068C38D002DFFF0158BE13D,F5FF67A83C81634074AAB891E7E28EBB
SRR1972868,"Apr 14, 2015","Apr 14, 2015",3116102,629452604,3116102,202,350,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972868,SRX994145,G5384.3.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908563,SAMN03254127,simple,186538,Zaire ebolavirus,G5384.3,,,,,,,no,,,,,BI,SRA178666,,public,96383C56D465C798D9BE3B3F4C097875,46105360B6B14E121B083E22CE725AAF
SRR1972869,"Apr 14, 2015","Apr 14, 2015",2385039,481777878,2385039,202,255,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972869,SRX994146,G5386.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908564,SAMN03254128,simple,186538,Zaire ebolavirus,G5386.2,,,,,,,no,,,,,BI,SRA178666,,public,D355844B4E5CA73BA0256B83AD5B5014,97E5E5D781E05A2C01565495E27B4EF9
SRR1972870,"Apr 14, 2015","Apr 14, 2015",2817958,569227516,2817958,202,323,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972870,SRX994147,G5387.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908562,SAMN03254129,simple,186538,Zaire ebolavirus,G5387.2,,,,,,,no,,,,,BI,SRA178666,,public,B7CD4FD375CD167AD1562A2495CCE40B,51959CF5276B72BA2991E892827692E3
SRR1972871,"Apr 14, 2015","Apr 14, 2015",6930639,1399989078,6930639,202,841,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972871,SRX994148,G5387.3.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908561,SAMN03254130,simple,186538,Zaire ebolavirus,G5387.3,,,,,,,no,,,,,BI,SRA178666,,public,D9D0C38B69063664EFFC39C3F22A405B,24F6AF9CB3A441D464732663D02712A8
SRR1972872,"Apr 14, 2015","Apr 14, 2015",2422044,489252888,2422044,202,278,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972872,SRX994149,G5435.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908560,SAMN03254134,simple,186538,Zaire ebolavirus,G5435.2,,,,,,,no,,,,,BI,SRA178666,,public,3C1993FE4CE316244E2E81A380D96D22,E553A60F7D6DCEA1C91CCB161B257899
SRR1972873,"Apr 14, 2015","Apr 14, 2015",4456551,900223302,4456551,202,516,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972873,SRX994150,G5466.3.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908559,SAMN03254137,simple,186538,Zaire ebolavirus,G5466.3,,,,,,,no,,,,,BI,SRA178666,,public,71B1861872F666695962165331173A98,E788C59460A2A98AC1306245D348E96F
SRR1972874,"Apr 14, 2015","Apr 14, 2015",3809826,769584852,3809826,202,421,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972874,SRX994151,G5468.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908558,SAMN03254138,simple,186538,Zaire ebolavirus,G5468.2,,,,,,,no,,,,,BI,SRA178666,,public,E16C5391624507B55FD41BE236543B28,0414C568254A2FC33F719F426A581CE2
SRR1972875,"Apr 14, 2015","Apr 14, 2015",2181567,440676534,2181567,202,240,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972875,SRX994152,G5468.3.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908556,SAMN03254139,simple,186538,Zaire ebolavirus,G5468.3,,,,,,,no,,,,,BI,SRA178666,,public,80FCA5CB4A91D78D8DDB87C259C90B41,B2FE5F006CD04FD2F7BA762A956355D3
SRR1972876,"Apr 14, 2015","Apr 14, 2015",1215588,245548776,1215588,202,149,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972876,SRX994153,G5487.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908555,SAMN03254140,simple,186538,Zaire ebolavirus,G5487.2,,,,,,,no,,,,,BI,SRA178666,,public,C0DE6C2EF42F54F5BFDD6E40E6F2949A,5C8C0BCFACC51A8B33D3077847F098A8

Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1972777,"Apr 14, 2015","Apr 14, 2015",668028,134941656,668028,202,69,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972777,SRX994054,G4389.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908613,SAMN03253958,simple,186538,Zaire ebolavirus,G4389.1,,,,,,,no,,,,,BI,SRA178666,,public,86C68B2251E76D8C8CFCCF6F856DECE7,3D9444A6AF51721DDA006D8C5ACE74A0
SRR1972778,"Apr 14, 2015","Apr 14, 2015",915432,184917264,915432,202,103,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972778,SRX994055,G4406.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908612,SAMN03253959,simple,186538,Zaire ebolavirus,G4406.1,,,,,,,no,,,,,BI,SRA178666,,public,93483386788B0793EE8D0E45D47B24C8,501B75D60714B94F7D05855E10C351D4
SRR1972779,"Apr 14, 2015","Apr 14, 2015",964382,194805164,964382,202,109,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972779,SRX994056,G4415.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908611,SAMN03253960,simple,186538,Zaire ebolavirus,G4415.1,,,,,,,no,,,,,BI,SRA178666,,public,733D2C8B9662AE70AC96091F4229A180,78C9AD723A99B6804CF2C694E19C7CC9
SRR1972780,"Apr 14, 2015","Apr 14, 2015",1617711,326777622,1617711,202,187,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972780,SRX994057,G4416.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908610,SAMN03253961,simple,186538,Zaire ebolavirus,G4416.1,,,,,,,no,,,,,BI,SRA178666,,public,CFD66552B7E6CE35EC1EA8DB863F5722,59572C06D29574E6B41D18A4CD91D769
SRR1972781,"Apr 14, 2015","Apr 14, 2015",539811,109041822,539811,202,62,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972781,SRX994058,G4419.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908609,SAMN03253962,simple,186538,Zaire ebolavirus,G4419.1,,,,,,,no,,,,,BI,SRA178666,,public,313FD2411F5F962B2B7A93000DC1AB1A,D0956AF1B1D4FCDEF08801C7A10C7AE3
SRR1972782,"Apr 14, 2015","Apr 14, 2015",520796,105200792,520796,202,60,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972782,SRX994059,G4422.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908608,SAMN03253963,simple,186538,Zaire ebolavirus,G4422.1,,,,,,,no,,,,,BI,SRA178666,,public,0286F446E99C2D88B4793EA911EE35B0,681434683346B1CAE3F867808E39DA90
SRR1972783,"Apr 14, 2015","Apr 14, 2015",1195215,241433430,1195215,202,131,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1972783,SRX994060,G4423.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS908607,SAMN03253964,simple,186538,Zaire ebolavirus,G4423.1,,,,,,,no,,,,,BI,SRA178666,,public,02D8B8D4D86BE7A217BC075BFE7CC3F6,70C2BF98F17E4FAC56D9F95A6638CBDC
